symbol	id	ensg	Entrez.ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	entrez
MTRNR2L2	ENSG00000271043_MTRNR2L2	ENSG00000271043	100462981	2515.648494	0.284363378	0.507987919	0.559783742	0.575626954	0.793492355	100462981
MTRNR2L3	ENSG00000256222_MTRNR2L3	ENSG00000256222	100462983	82.62041872	-0.515598714	0.703310794	-0.733102234	0.463496078	0.71532229	100462983
MTRNR2L4	ENSG00000232196_MTRNR2L4	ENSG00000232196	100463285	43.35652062	-0.147991577	0.992217956	-0.149152287	0.881433468	0.952517832	100463285
MTRNR2L5	ENSG00000249860_MTRNR2L5	ENSG00000249860	100463289	29.11383747	2.476772393	1.163516984	2.128694663	0.033279531	0.178369754	100463289
MTRNR2L6	ENSG00000270672_MTRNR2L6	ENSG00000270672	100463482	56.99496054	-1.298385727	0.943390232	-1.376297616	0.168729511	0.432866181	100463482
MTRNR2L8	ENSG00000255823_MTRNR2L8	ENSG00000255823	100463486	966.2860955	0.854883905	0.511498878	1.671330947	0.094656327	0.31557826	100463486
MTRR	ENSG00000124275_MTRR	ENSG00000124275	4552	1043.798386	-0.019243588	0.246197018	-0.078163366	0.937698102	0.974506924	4552
MTSS1	ENSG00000170873_MTSS1	ENSG00000170873	9788	4168.460714	2.190115391	0.604174501	3.624971572	0.000288993	0.008360811	9788
MTSS1L	ENSG00000132613_MTSS1L	ENSG00000132613	92154	2035.629478	-0.389075236	0.509239731	-0.764031579	0.444848424	0.701810084	92154
MTTP	ENSG00000138823_MTTP	ENSG00000138823	4547	11.24216874	-0.579790599	1.218045201	-0.476000889	0.634073745	0.82750244	4547
MTURN	ENSG00000180354_MTURN	ENSG00000180354	222166	1387.332296	0.361558845	0.555644032	0.650702292	0.515238683	0.751248695	222166
MTUS1	ENSG00000129422_MTUS1	ENSG00000129422	57509	4209.87925	-0.803518829	0.3491302	-2.301487605	0.021364085	0.136658345	57509
MTUS2	ENSG00000132938_MTUS2	ENSG00000132938	23281	45.99985994	-0.955927752	1.05588896	-0.90532981	0.365290688	0.640067486	23281
MTX1	ENSG00000173171_MTX1	ENSG00000173171	4580	282.6270363	0.10276715	0.355476762	0.289096674	0.772507398	0.904379725	4580
MTX2	ENSG00000128654_MTX2	ENSG00000128654	10651	564.435727	0.212334556	0.329547034	0.644322461	0.519366354	0.753773538	10651
MTX3	ENSG00000177034_MTX3	ENSG00000177034	345778	1235.355071	0.344803661	0.289210204	1.192225089	0.233172998	0.514804796	345778
MUC1	ENSG00000185499_MUC1	ENSG00000185499	4582	4548.148685	-0.542042036	0.446882645	-1.212940448	0.22515259	0.505024651	4582
MUC12	ENSG00000205277_MUC12	ENSG00000205277	10071	925.6767726	-1.350826905	0.458891159	-2.943676032	0.003243393	0.043434086	10071
MUC13	ENSG00000173702_MUC13	ENSG00000173702	56667	39.72964205	-0.79144316	1.265639291	-0.625330745	0.531754006	0.763025322	56667
MUC15	ENSG00000169550_MUC15	ENSG00000169550	143662	290.7127486	-0.190459808	0.806298383	-0.236215044	0.813265806	0.924591877	143662
MUC16	ENSG00000181143_MUC16	ENSG00000181143	94025	8873.299923	-0.716644418	1.227535502	-0.583807488	0.55934984	0.781594551	94025
MUC17	ENSG00000169876_MUC17	ENSG00000169876	140453	122.4435726	-0.716508572	1.190763865	-0.601721796	0.547359339	0.774203936	140453
MUC2	ENSG00000198788_MUC2	ENSG00000198788	4583	1182.836314	-0.22657156	1.281033615	-0.176866209	0.859613481	0.942210523	4583
MUC20	ENSG00000176945_MUC20	ENSG00000176945	200958	1390.083546	-1.78149451	0.622483878	-2.861912692	0.004210929	0.051482453	200958
MUC21	ENSG00000204544_MUC21	ENSG00000204544	394263	119.086652	5.146510809	1.307418136	3.936392395	8.27e-05	0.003231356	394263
MUC22	ENSG00000261272_MUC22	ENSG00000261272	100507679	42.45609428	2.480296478	1.244115094	1.993623011	0.046193269	0.214510166	100507679
MUC4	ENSG00000145113_MUC4	ENSG00000145113	4585	12550.18808	0.188837131	0.818265371	0.230777371	0.817487762	0.926449154	4585
MUC5B	ENSG00000117983_MUC5B	ENSG00000117983	727897	1698.175643	0.754766148	0.646920658	1.166705898	0.24332916	0.524576045	727897
MUC6	ENSG00000184956_MUC6	ENSG00000184956	4588	752.9813658	-2.952122169	0.928074891	-3.180909427	0.001468135	0.025825706	4588
MUC7	ENSG00000171195_MUC7	ENSG00000171195	4589	49.02403364	1.317221929	1.249915298	1.053848954	0.291952077	0.574520639	4589
MUCL1	ENSG00000172551_MUCL1	ENSG00000172551	118430	30.32239413	3.02396603	1.729289717	1.748675193	0.08034718	0.287445712	118430
MUL1	ENSG00000090432_MUL1	ENSG00000090432	79594	414.8859152	0.112507472	0.331324752	0.339568568	0.734181452	0.883502205	79594
MUM1	ENSG00000160953_MUM1	ENSG00000160953	84939	1213.982944	0.166958498	0.304276002	0.548707413	0.583206258	0.798972165	84939
MUM1L1	ENSG00000157502_MUM1L1	ENSG00000157502	139221	94.31773488	-1.687739961	1.053204017	-1.602481508	0.109049173	0.341405588	139221
MUS81	ENSG00000172732_MUS81	ENSG00000172732	80198	1217.427705	0.031490988	0.302903207	0.103963864	0.917198025	0.96684516	80198
MUSK	ENSG00000030304_MUSK	ENSG00000030304	4593	178.3608031	-1.034484733	0.591191946	-1.749828867	0.080147848	0.287245891	4593
MUSTN1	ENSG00000272573_MUSTN1	ENSG00000272573	389125	25.63364568	-2.546146879	1.081100219	-2.355144172	0.01851552	0.125908855	389125
MUT	ENSG00000146085_MUT	ENSG00000146085	4594	730.6682351	0.331398188	0.320219552	1.034909284	0.300711278	0.582326038	4594
MUTYH	ENSG00000132781_MUTYH	ENSG00000132781	4595	316.6897754	-0.164408722	0.340009947	-0.483540918	0.628711713	0.82436368	4595
MVB12A	ENSG00000141971_MVB12A	ENSG00000141971	93343	435.8757828	0.566387594	0.44329458	1.27767769	0.201363095	0.476292704	93343
MVB12B	ENSG00000196814_MVB12B	ENSG00000196814	89853	430.8158908	-1.584276332	0.437692726	-3.61960855	0.000295049	0.008469426	89853
MVD	ENSG00000167508_MVD	ENSG00000167508	4597	554.3613081	0.984507882	0.395380581	2.490025888	0.012773379	0.10165665	4597
MVK	ENSG00000110921_MVK	ENSG00000110921	4598	317.4078163	1.089701622	0.454310026	2.398585902	0.016458516	0.118018974	4598
MVP	ENSG00000013364_MVP	ENSG00000013364	9961	4473.530504	-0.115151679	0.325673694	-0.35357992	0.723653725	0.878167026	9961
MX1	ENSG00000157601_MX1	ENSG00000157601	4599	4814.496145	-0.26137693	0.587456532	-0.444929822	0.656370471	0.840154202	4599
MX2	ENSG00000183486_MX2	ENSG00000183486	4600	2015.891613	-1.379405581	0.611301179	-2.256507311	0.024038878	0.146704927	4600
MXD1	ENSG00000059728_MXD1	ENSG00000059728	4084	3098.449361	2.763813768	0.482346956	5.729928913	1e-08	1.7e-06	4084
MXD3	ENSG00000213347_MXD3	ENSG00000213347	83463	263.3883835	0.252960912	0.343506284	0.736408396	0.461482196	0.71391226	83463
MXD4	ENSG00000123933_MXD4	ENSG00000123933	10608	701.9360498	-0.165794969	0.406891386	-0.407467384	0.683664745	0.856356215	10608
MXI1	ENSG00000119950_MXI1	ENSG00000119950	4601	1103.008238	1.125413159	0.411588848	2.734314021	0.00625104	0.065961565	4601
MXRA5	ENSG00000101825_MXRA5	ENSG00000101825	25878	10561.76144	1.23428828	0.686553257	1.797804128	0.072208053	0.272002197	25878
MXRA7	ENSG00000182534_MXRA7	ENSG00000182534	439921	1929.991331	-0.383766383	0.365180681	-1.050894538	0.293307029	0.575602532	439921
MXRA8	ENSG00000162576_MXRA8	ENSG00000162576	54587	1492.408024	-0.171619693	0.585371346	-0.293180891	0.76938389	0.903078819	54587
MYADM	ENSG00000179820_MYADM	ENSG00000179820	91663	1653.601238	-0.078826616	0.62747237	-0.125625637	0.900028269	0.960141474	91663
MYB	ENSG00000118513_MYB	ENSG00000118513	4602	221.0945142	-1.284593277	0.60014385	-2.140475617	0.032316349	0.175094472	4602
MYBBP1A	ENSG00000132382_MYBBP1A	ENSG00000132382	10514	2039.649503	0.38713632	0.453075104	0.854463898	0.392848004	0.66175989	10514
MYBL1	ENSG00000185697_MYBL1	ENSG00000185697	4603	280.7859213	-0.131105527	0.490610499	-0.267229354	0.789292576	0.913928304	4603
MYBL2	ENSG00000101057_MYBL2	ENSG00000101057	4605	1594.955839	1.918655236	0.58102377	3.30219749	0.000959305	0.019700014	4605
MYBPC1	ENSG00000196091_MYBPC1	ENSG00000196091	4604	716.4107879	-3.799054171	1.624358412	-2.338802903	0.019345636	0.129279332	4604
MYBPC2	ENSG00000086967_MYBPC2	ENSG00000086967	4606	16.62905892	-0.267222749	1.020423589	-0.261874335	0.793418327	0.915682564	4606
MYBPC3	ENSG00000134571_MYBPC3	ENSG00000134571	4607	50.93356488	-0.913177974	0.94814852	-0.963117017	0.335488803	0.61524897	4607
MYBPH	ENSG00000133055_MYBPH	ENSG00000133055	4608	17.12453194	-0.511474547	1.216519634	-0.420440848	0.674163433	0.851438476	4608
MYBPHL	ENSG00000221986_MYBPHL	ENSG00000221986	343263	64.51073627	-1.963690857	1.218689656	-1.611313304	0.107111452	0.338750554	343263
MYC	ENSG00000136997_MYC	ENSG00000136997	4609	5035.256657	1.379152138	0.594083893	2.321477074	0.02026111	0.132673134	4609
MYCBP	ENSG00000214114_MYCBP	ENSG00000214114	26292	13.64951504	-1.145083688	1.337158212	-0.856356172	0.3918008	0.660842058	26292
MYCBP2	ENSG00000005810_MYCBP2	ENSG00000005810	23077	12070.5053	-0.068512454	0.293787064	-0.233204462	0.815602642	0.925566606	23077
MYCBP2-AS1	ENSG00000236051_MYCBP2-AS1	ENSG00000236051	100874212	20.07328512	-1.221854324	1.219923047	-1.001583114	0.31654498	0.598912867	100874212
MYCBPAP	ENSG00000136449_MYCBPAP	ENSG00000136449	84073	56.92958023	-2.08355469	0.643951618	-3.235576448	0.001213974	0.022933385	84073
MYCL	ENSG00000116990_MYCL	ENSG00000116990	4610	607.2175042	-0.065779516	0.809832526	-0.081226073	0.935262165	0.973680199	4610
MYCN	ENSG00000134323_MYCN	ENSG00000134323	4613	70.79360489	-0.485966691	1.340766526	-0.362454373	0.717012514	0.87528655	4613
MYCT1	ENSG00000120279_MYCT1	ENSG00000120279	80177	127.8709604	-0.875772084	0.889791624	-0.984244019	0.324995547	0.606851843	80177
MYD88	ENSG00000172936_MYD88	ENSG00000172936	4615	1199.962337	0.296532628	0.343292886	0.863789026	0.387703797	0.658449875	4615
MYDGF	ENSG00000074842_MYDGF	ENSG00000074842	56005	534.0485859	0.486067927	0.353822921	1.373760426	0.169516071	0.433725849	56005
MYEF2	ENSG00000104177_MYEF2	ENSG00000104177	50804	197.3270456	-3.638804938	0.892408012	-4.077512628	4.55e-05	0.002052865	50804
MYEOV	ENSG00000172927_MYEOV	ENSG00000172927	26579	1008.147053	-0.197966624	0.958698126	-0.206495266	0.836404063	0.93322629	26579
MYH1	ENSG00000109061_MYH1	ENSG00000109061	4619	186.6299816	1.454516463	0.796703357	1.825668801	0.067900165	0.262195812	4619
MYH10	ENSG00000133026_MYH10	ENSG00000133026	4628	3845.738632	0.642030657	0.237660081	2.701466125	0.006903451	0.070765183	4628
MYH11	ENSG00000133392_MYH11	ENSG00000133392	4629	32212.67481	-1.752404969	0.899774664	-1.947604261	0.051462333	0.226804057	4629
MYH13	ENSG00000006788_MYH13	ENSG00000006788	8735	285.5805579	1.499379981	0.762447961	1.966534187	0.049236937	0.222159412	8735
MYH14	ENSG00000105357_MYH14	ENSG00000105357	79784	4174.007012	0.569759454	0.798465059	0.713568424	0.475494088	0.72264733	79784
MYH15	ENSG00000144821_MYH15	ENSG00000144821	22989	43.12064809	0.509069539	0.761429774	0.668570572	0.50376945	0.743750131	22989
MYH16	ENSG00000002079_MYH16	ENSG00000002079	84176	27.47966298	1.50236436	0.995169802	1.509656298	0.131131148	0.377532956	84176
MYH2	ENSG00000125414_MYH2	ENSG00000125414	4620	122.1319946	1.09869396	1.008610769	1.089314128	0.276015384	0.5590185	4620
MYH3	ENSG00000109063_MYH3	ENSG00000109063	4621	399.1306437	-1.367122195	0.592870906	-2.305935712	0.021114225	0.135792288	4621
MYH4	ENSG00000264424_MYH4	ENSG00000264424	4622	189.2486104	1.702783149	0.952350756	1.787978996	0.073779397	0.275307422	4622
MYH6	ENSG00000197616_MYH6	ENSG00000197616	4624	20.79350841	-3.101702549	1.436025547	-2.159921566	0.030778742	0.170735564	4624
MYH7	ENSG00000092054_MYH7	ENSG00000092054	4625	19.61076142	-0.54856259	1.359158454	-0.40360459	0.68650351	0.858196716	4625
MYH7B	ENSG00000078814_MYH7B	ENSG00000078814	57644	1313.444246	-0.860868403	0.413108609	-2.083879115	0.037171165	0.189459675	57644
MYH8	ENSG00000133020_MYH8	ENSG00000133020	4626	113.1323883	1.018866227	0.813631928	1.252244649	0.210480731	0.487570631	4626
MYH9	ENSG00000100345_MYH9	ENSG00000100345	4627	45752.62317	0.724073418	0.289096467	2.504608322	0.012258706	0.09932197	4627
MYL12A	ENSG00000101608_MYL12A	ENSG00000101608	10627	3965.555701	0.462937798	0.296569545	1.560975514	0.118529528	0.356479785	10627
MYL12B	ENSG00000118680_MYL12B	ENSG00000118680	103910	6244.675263	0.517572276	0.358234455	1.444786423	0.148517886	0.402760369	103910
MYL4	ENSG00000198336_MYL4	ENSG00000198336	4635	85.66801329	0.329925807	0.873554217	0.377682119	0.705666753	0.868512927	4635
MYL5	ENSG00000215375_MYL5	ENSG00000215375	4636	280.7637801	-0.802696949	0.426432016	-1.882356199	0.059787669	0.245532965	4636
MYL6	ENSG00000092841_MYL6	ENSG00000092841	4637	8358.967101	0.152200747	0.310499803	0.490179849	0.624006639	0.821847942	4637
MYL6B	ENSG00000196465_MYL6B	ENSG00000196465	140465	455.213743	-0.257668133	0.393359472	-0.655044944	0.512438817	0.749661311	140465
MYL9	ENSG00000101335_MYL9	ENSG00000101335	10398	3444.449407	-0.64199769	0.770327762	-0.833408481	0.404614393	0.671446347	10398
MYLIP	ENSG00000007944_MYLIP	ENSG00000007944	29116	697.7727534	-1.316156878	0.637531774	-2.064456912	0.038974415	0.194713342	29116
MYLK	ENSG00000065534_MYLK	ENSG00000065534	4638	6384.750103	-0.091530837	0.611614393	-0.149654486	0.881037219	0.952472669	4638
MYLK-AS1	ENSG00000239523_MYLK-AS1	ENSG00000239523	100506826	15.84618222	-1.437934715	1.147883165	-1.25268386	0.210320782	0.487570631	100506826
MYLK2	ENSG00000101306_MYLK2	ENSG00000101306	85366	18.52700045	0.662324798	0.932462717	0.71029628	0.477520426	0.724350853	85366
MYLK3	ENSG00000140795_MYLK3	ENSG00000140795	91807	36.40851536	-0.00150063	1.063201226	-0.001411426	0.998873845	0.999471355	91807
MYLK4	ENSG00000145949_MYLK4	ENSG00000145949	340156	77.22915337	0.822105961	0.482911722	1.702393882	0.088681556	0.304314197	340156
MYNN	ENSG00000085274_MYNN	ENSG00000085274	55892	849.8071346	0.153229523	0.338666499	0.452449602	0.65094512	0.837521167	55892
MYO10	ENSG00000145555_MYO10	ENSG00000145555	4651	5749.455384	1.54464968	0.456056952	3.386966638	0.0007067	0.015856551	4651
MYO15A	ENSG00000091536_MYO15A	ENSG00000091536	51168	248.6863759	-0.658777047	0.658403177	-1.000567842	0.317035783	0.599533239	51168
MYO15B	ENSG00000266714_MYO15B	ENSG00000266714	80022	783.4468836	-1.738584434	0.469144742	-3.70585936	0.000210675	0.006637711	80022
MYO16	ENSG00000041515_MYO16	ENSG00000041515	23026	160.3434622	1.030602382	0.824458962	1.250034786	0.21128684	0.488432295	23026
MYO16-AS1	ENSG00000236242_MYO16-AS1	ENSG00000236242	100885782	14.33310837	0.019546981	2.237399474	0.008736473	0.993029391	0.997065639	100885782
MYO18A	ENSG00000196535_MYO18A	ENSG00000196535	399687	5863.644709	0.488693805	0.354167961	1.37983629	0.167637056	0.431401656	399687
MYO18B	ENSG00000133454_MYO18B	ENSG00000133454	84700	74.49660649	-0.493615946	1.116495728	-0.442111809	0.658408299	0.841241074	84700
MYO19	ENSG00000278259_MYO19	ENSG00000278259	80179	3144.109683	0.83601317	0.224288856	3.727395039	0.000193469	0.006191011	80179
MYO1A	ENSG00000166866_MYO1A	ENSG00000166866	4640	18.43035404	-1.822178249	1.159901753	-1.570976373	0.116188137	0.353015476	4640
MYO1B	ENSG00000128641_MYO1B	ENSG00000128641	4430	6582.246116	2.178185894	0.407413881	5.346371336	8.97e-08	1.16e-05	4430
MYO1C	ENSG00000197879_MYO1C	ENSG00000197879	4641	4532.840159	0.103896981	0.372782265	0.278706878	0.780469784	0.909189239	4641
MYO1D	ENSG00000176658_MYO1D	ENSG00000176658	4642	2876.249664	0.597395718	0.232021501	2.574742921	0.010031462	0.088490739	4642
MYO1E	ENSG00000157483_MYO1E	ENSG00000157483	4643	2824.386794	0.944568304	0.388132508	2.433623272	0.014948544	0.111901227	4643
MYO1F	ENSG00000142347_MYO1F	ENSG00000142347	4542	1282.565102	-0.962312699	0.36634617	-2.626785201	0.008619573	0.081272616	4542
MYO1G	ENSG00000136286_MYO1G	ENSG00000136286	64005	870.8592811	-0.248131811	0.468775724	-0.529318814	0.596584306	0.805839909	64005
MYO1H	ENSG00000174527_MYO1H	ENSG00000174527	283446	57.69924425	-0.639431992	0.867105318	-0.737432903	0.460859132	0.71336822	283446
MYO3A	ENSG00000095777_MYO3A	ENSG00000095777	53904	25.34689146	-1.120370538	0.937921016	-1.194525465	0.232272485	0.513678046	53904
MYO3B	ENSG00000071909_MYO3B	ENSG00000071909	140469	188.0416372	-0.114890975	0.672246518	-0.170906018	0.864297665	0.944363244	140469
MYO5A	ENSG00000197535_MYO5A	ENSG00000197535	4644	3644.982886	0.815388827	0.443790393	1.837328702	0.066161385	0.258409995	4644
MYO5B	ENSG00000167306_MYO5B	ENSG00000167306	4645	2337.165203	0.046194441	0.535708028	0.08623063	0.931283082	0.972343455	4645
MYO5C	ENSG00000128833_MYO5C	ENSG00000128833	55930	1186.326488	-2.540958283	0.677426298	-3.750899972	0.000176201	0.005723478	55930
MYO6	ENSG00000196586_MYO6	ENSG00000196586	4646	4137.55281	-0.313423088	0.458909777	-0.68297322	0.494623765	0.736571485	4646
MYO7A	ENSG00000137474_MYO7A	ENSG00000137474	4647	888.3104883	-1.025631132	0.474107485	-2.163288208	0.030519019	0.169960641	4647
MYO7B	ENSG00000169994_MYO7B	ENSG00000169994	4648	300.8443342	-1.505367026	0.654100567	-2.301430548	0.021367307	0.136658345	4648
MYO9A	ENSG00000066933_MYO9A	ENSG00000066933	4649	3244.592164	-0.196993142	0.272222936	-0.723646381	0.469282859	0.718577588	4649
MYO9B	ENSG00000099331_MYO9B	ENSG00000099331	4650	6602.518438	0.178970358	0.275054893	0.650671421	0.515258615	0.751248695	4650
MYOC	ENSG00000034971_MYOC	ENSG00000034971	4653	20.5760845	-2.491421401	1.797679093	-1.385909983	0.165774392	0.428578885	4653
MYOCD	ENSG00000141052_MYOCD	ENSG00000141052	93649	361.1618655	-2.22560946	0.799032982	-2.785378714	0.005346524	0.059513634	93649
MYOF	ENSG00000138119_MYOF	ENSG00000138119	26509	12325.70099	-0.031752603	0.395441811	-0.080296524	0.936001423	0.973922174	26509
MYOG	ENSG00000122180_MYOG	ENSG00000122180	4656	10.72727861	1.852684715	2.207084082	0.839426431	0.401230057	0.668184332	4656
MYOM1	ENSG00000101605_MYOM1	ENSG00000101605	8736	332.5294816	-1.68889366	0.591771935	-2.853960384	0.004317792	0.05245753	8736
MYOM2	ENSG00000036448_MYOM2	ENSG00000036448	9172	55.54844315	-1.140027281	0.890164519	-1.280692791	0.200301593	0.475374437	9172
MYOM3	ENSG00000142661_MYOM3	ENSG00000142661	127294	187.0764684	3.995464028	0.832964346	4.796680733	1.61e-06	0.000137418	127294
MYOT	ENSG00000120729_MYOT	ENSG00000120729	9499	196.5118111	-0.441406266	0.598641873	-0.737346127	0.460911888	0.713389867	9499
MYOZ2	ENSG00000172399_MYOZ2	ENSG00000172399	51778	12.78899414	-0.224117138	1.421003341	-0.15771753	0.874679386	0.950173407	51778
MYOZ3	ENSG00000164591_MYOZ3	ENSG00000164591	91977	12.13986865	-2.40519941	1.169675301	-2.056296655	0.039753931	0.196705295	91977
MYPN	ENSG00000138347_MYPN	ENSG00000138347	84665	21.27892947	-2.974434786	1.629629191	-1.825221837	0.06796756	0.262290919	84665
MYPOP	ENSG00000176182_MYPOP	ENSG00000176182	339344	292.3114564	0.28686523	0.418448972	0.685544115	0.493000633	0.735163176	339344
MYRF	ENSG00000124920_MYRF	ENSG00000124920	745	376.2968877	-1.380527555	0.80006805	-1.725512666	0.084435123	0.295868647	745
MYRIP	ENSG00000170011_MYRIP	ENSG00000170011	25924	184.7754006	-1.013766428	0.527060896	-1.923433202	0.054425668	0.233325324	25924
MYSM1	ENSG00000162601_MYSM1	ENSG00000162601	114803	3588.474103	-0.049465879	0.272868666	-0.181280908	0.856147091	0.940255956	114803
MYT1	ENSG00000196132_MYT1	ENSG00000196132	4661	56.25070579	0.065828141	1.516102339	0.043419325	0.965367273	0.985560552	4661
MYT1L	ENSG00000186487_MYT1L	ENSG00000186487	23040	11.71404614	-2.244325017	1.717955136	-1.306393263	0.191418856	0.463053624	23040
MYZAP	ENSG00000263155_MYZAP	ENSG00000263155	100820829	24.3037021	-1.792873372	1.548380144	-1.157902585	0.246903793	0.528505702	100820829
MZB1	ENSG00000170476_MZB1	ENSG00000170476	51237	325.3853417	-1.081388424	0.746555502	-1.448503723	0.147476226	0.401058609	51237
MZF1	ENSG00000099326_MZF1	ENSG00000099326	7593	999.5358977	0.023289212	0.460960922	0.050523181	0.959705477	0.982905358	7593
MZF1-AS1	ENSG00000267858_MZF1-AS1	ENSG00000267858	100131691	48.93377896	0.207569295	0.894380287	0.232081697	0.816474561	0.926247182	100131691
MZT1	ENSG00000204899_MZT1	ENSG00000204899	440145	411.0678012	1.346243424	0.465477415	2.892177754	0.003825814	0.048372475	440145
MZT2A	ENSG00000173272_MZT2A	ENSG00000173272	653784	711.80039	0.440055606	0.363841311	1.209471251	0.22648185	0.506473752	653784
MZT2B	ENSG00000152082_MZT2B	ENSG00000152082	80097	406.7199842	0.813795495	0.42013809	1.936971472	0.052748831	0.22978611	80097
N4BP1	ENSG00000102921_N4BP1	ENSG00000102921	9683	3771.46997	0.91285339	0.347552888	2.626516484	0.008626381	0.081272616	9683
N4BP2	ENSG00000078177_N4BP2	ENSG00000078177	55728	1886.818389	-0.365581295	0.307937604	-1.187192762	0.235151595	0.517466597	55728
N4BP2L1	ENSG00000139597_N4BP2L1	ENSG00000139597	90634	547.1894323	-1.381068136	0.372483236	-3.707732333	0.000209124	0.006611465	90634
N4BP2L2	ENSG00000244754_N4BP2L2	ENSG00000244754	10443	4390.836682	-0.772192037	0.316673806	-2.438446189	0.014750555	0.111006219	10443
N4BP2L2-IT2	ENSG00000281026_N4BP2L2-IT2	ENSG00000281026	116828	827.0756515	-0.163066414	0.593789566	-0.274619871	0.783608298	0.911057291	116828
N4BP3	ENSG00000145911_N4BP3	ENSG00000145911	23138	288.9231017	1.267295548	0.539680008	2.348235121	0.01886261	0.127553115	23138
N6AMT1	ENSG00000156239_N6AMT1	ENSG00000156239	29104	86.24827576	-0.639664869	0.418876079	-1.527098108	0.126736617	0.370504251	29104
NAA10	ENSG00000102030_NAA10	ENSG00000102030	8260	1190.124275	0.305062056	0.405674019	0.751988152	0.452058184	0.707591188	8260
NAA15	ENSG00000164134_NAA15	ENSG00000164134	80155	2376.816575	0.24389301	0.28852356	0.84531402	0.397935535	0.665818234	80155
NAA16	ENSG00000172766_NAA16	ENSG00000172766	79612	955.4431775	0.332465286	0.334978411	0.99249765	0.320954825	0.603224595	79612
NAA20	ENSG00000173418_NAA20	ENSG00000173418	51126	1088.723962	1.537781241	0.334873359	4.592127744	4.39e-06	0.000324217	51126
NAA25	ENSG00000111300_NAA25	ENSG00000111300	80018	2390.141704	0.096968199	0.261056877	0.371444719	0.710306323	0.870737475	80018
NAA30	ENSG00000139977_NAA30	ENSG00000139977	122830	875.0820915	0.470170444	0.288077479	1.63209719	0.102659014	0.331216176	122830
NAA35	ENSG00000135040_NAA35	ENSG00000135040	60560	1058.690502	0.109669186	0.280473019	0.391015101	0.695786074	0.863055061	60560
NAA38	ENSG00000183011_NAA38	ENSG00000183011	84316	346.4885615	-0.190368946	0.392729042	-0.484733557	0.627865359	0.823844827	84316
NAA40	ENSG00000110583_NAA40	ENSG00000110583	79829	655.3828274	0.132710399	0.428243556	0.309894679	0.75664105	0.895910565	79829
NAA50	ENSG00000121579_NAA50	ENSG00000121579	80218	4611.724018	0.495215389	0.305848437	1.619152917	0.105414366	0.335742321	80218
NAA60	ENSG00000122390_NAA60	ENSG00000122390	79903	822.3339604	-0.29277431	0.243474957	-1.202482233	0.229176746	0.510020818	79903
NAAA	ENSG00000138744_NAAA	ENSG00000138744	27163	458.2591884	-0.494816737	0.339626441	-1.456944091	0.145131814	0.397443872	27163
NAALAD2	ENSG00000077616_NAALAD2	ENSG00000077616	10003	131.7146151	-1.028986606	0.569312759	-1.807418839	0.070696999	0.267824743	10003
NAALADL1	ENSG00000168060_NAALADL1	ENSG00000168060	10004	52.93509082	-0.38766443	0.69420754	-0.558427283	0.576552647	0.794351831	10004
NAALADL2	ENSG00000177694_NAALADL2	ENSG00000177694	254827	546.9372049	-3.245236602	0.695092307	-4.668785093	3.03e-06	0.00023037	254827
NAALADL2-AS3	ENSG00000230292_NAALADL2-AS3	ENSG00000230292	100862679	15.31368995	-2.228569704	2.382982952	-0.935201699	0.349684363	0.627633195	100862679
NAB1	ENSG00000138386_NAB1	ENSG00000138386	4664	3053.07177	1.439186025	0.374651287	3.841401522	0.000122334	0.004345448	4664
NAB2	ENSG00000166886_NAB2	ENSG00000166886	4665	733.1793379	0.159350456	0.369140331	0.431679885	0.665974089	0.846148546	4665
NABP1	ENSG00000173559_NABP1	ENSG00000173559	64859	2245.147207	0.061461897	0.510727373	0.120341889	0.904212323	0.962403784	64859
NABP2	ENSG00000139579_NABP2	ENSG00000139579	79035	298.3851241	0.241996355	0.300987618	0.804007677	0.421392541	0.683826684	79035
NACA	ENSG00000196531_NACA	ENSG00000196531	4666	8136.692365	0.152714404	0.298908605	0.510906682	0.609416402	0.813616441	4666
NACA2	ENSG00000253506_NACA2	ENSG00000253506	342538	77.92134276	0.608623533	0.522883308	1.163975831	0.244433806	0.5256641	342538
NACAD	ENSG00000136274_NACAD	ENSG00000136274	23148	199.2029391	-0.115919557	0.766787014	-0.151175691	0.879837126	0.951958315	23148
NACAP1	ENSG00000228224_NACAP1	ENSG00000228224	83955	28.57848155	0.72807707	0.852594814	0.853954374	0.39313027	0.661906194	83955
NACC1	ENSG00000160877_NACC1	ENSG00000160877	112939	2088.030104	0.853483185	0.369555352	2.309486738	0.020916587	0.134898422	112939
NACC2	ENSG00000148411_NACC2	ENSG00000148411	138151	753.3479516	-0.076833195	0.431413243	-0.178096516	0.858647178	0.941568057	138151
NADK	ENSG00000008130_NADK	ENSG00000008130	65220	1519.600003	-0.270308099	0.244442249	-1.105815792	0.268806258	0.551311326	65220
NADK2	ENSG00000152620_NADK2	ENSG00000152620	133686	1221.768661	-0.060846142	0.387921042	-0.156851874	0.875361589	0.950273559	133686
NADSYN1	ENSG00000172890_NADSYN1	ENSG00000172890	55191	2909.183633	-0.536007825	0.417767279	-1.283029696	0.199481673	0.474143955	55191
NAE1	ENSG00000159593_NAE1	ENSG00000159593	8883	1135.809463	0.186025413	0.278017455	0.669114149	0.503422665	0.743655831	8883
